step,azimuth,altitude
1,333.60503170362335,-77.12847011678679
2,325.050089765593,-74.63548943794002
3,318.9227961912305,-71.90613719471412
4,314.3829848962349,-69.02901237446248
5,310.9061778217448,-66.05525792719244
6,308.16504360488733,-63.01715531182093
7,305.9434120038083,-59.93430870451024
8,304.1029701630498,-56.822574091828685
9,302.5478977476239,-53.691746621327574
10,301.21015791694845,-50.5468288163075
11,300.0405845504645,-47.389726505454085
12,299.0029640643523,-44.22063937915113
13,298.0703972877631,-41.03920111211768
14,297.2225300258622,-37.84581176048251
15,296.4444890976406,-34.643636145564905
16,295.72455355848047,-31.437444364788508
17,295.0534473722998,-28.231579267009632
18,294.421234280337,-25.025979643052896
19,293.8219181410454,-21.821735306634952
20,293.2492779269852,-18.617432591820908
21,292.6975612391711,-15.410432072272153
22,292.16213506833174,-12.198846181391236
23,291.63902320442884,-8.982822517766015
24,291.1251769569137,-5.765653338913651
25,290.6178605138696,-1.9006007038334773
26,290.11407937213255,1.0495019311580918
27,289.6107656472265,4.049622414083666
28,289.1045031438521,7.174881950820473
29,288.5916697323249,10.333089905460048
30,288.0683716196993,13.504826855378603
31,287.53065172730913,16.684390173718604
32,286.9746561609679,19.8673578473322
33,286.3964661736018,23.04846118489179
34,285.79142385818545,26.22347068647247
35,285.15387785893944,29.38980403331701
36,284.4769311953915,32.5463866992144
37,283.7518942086885,35.69403181831533
38,282.9678502380305,38.83496983844318
39,282.11111704174385,41.97163013749162
40,281.16517285541494,45.103512875587576
41,280.10963652911386,48.22696705702923
42,278.91840706500454,51.3366280946555
43,277.5566933699752,54.42717854728073
44,275.9770834230521,57.49327228111882
45,274.11313512248137,60.52957256622768
46,271.86880548763475,63.53038955062155
47,269.1016752163862,66.48727180829322
48,265.59629053692976,69.38401661307653
49,261.0204914414726,72.18978131626272
50,254.8523324558638,74.85094968109125
51,246.282933992398,77.27491127536976
52,234.19912760967114,79.30128220328218
53,217.70802363864803,80.67322750082717
54,197.85590860357564,81.09110005339222
55,178.53500510756123,80.43430015020313
56,163.10645305617396,78.89223072159282
57,151.96013573788426,76.76926412363751
58,144.04556875064168,74.29868118092762
59,138.31023779353018,71.62151136968603
60,134.02209167202398,68.81872373727205
61,130.7128396458296,65.93747513876792
62,128.08399163557874,63.0054736551033
63,125.94041995367355,60.03761273417341
64,124.15128942053177,57.04075441114925
65,122.62819271538301,54.019134233902285
66,121.30996930189794,50.97721804570179
67,120.15260611076278,47.919661866433486
68,119.12428630074818,44.85179592373288
69,118.2005028994698,41.778251031807265
70,117.36206013104865,38.70265810515757
71,116.59347732458646,35.62624020654555
72,115.88144532806776,32.54676441032157
73,115.21565914271065,29.461659541817568
74,114.58764229890205,26.369433590993903
75,113.99097038125325,23.27100541014107
76,113.42046701013595,20.16889016043308
77,112.87170030833646,17.066726225029402
78,112.34080919456217,13.968966947296606
79,111.82413016531511,10.880059959708374
80,111.31785251710298,7.804569171451519
81,110.81812180386916,4.755342369361417
82,110.32132772498981,1.7903010122753678
83,109.82442888814205,-0.919530502696009
84,109.32448161613115,-4.713516138815783
85,108.81878781312571,-7.8904524499442035
86,108.30472343017705,-11.016303578009378
87,107.77933526846849,-14.13924669113262
88,107.23897941399107,-17.25866638815979
89,106.67908627198676,-20.377047498586744
90,106.09462151698892,-23.497239292075466
91,105.47975614061116,-26.6214914926346
92,104.82802602270552,-29.75024234759502
93,104.1321562623722,-32.88202323142857
94,103.3836455599185,-36.013570616837754
95,102.57241435013368,-39.14025306473433
96,101.68531148707436,-42.25916011451233
97,100.70532494713115,-45.369320236257316
98,99.6096965592508,-48.471903850806115
99,98.36868434519504,-51.56714061174886
100,96.94255363732145,-54.653863890228564
101,95.27762365246791,-57.72809023995176
102,93.2999812954545,-60.78179676155189
103,90.90527962395768,-63.80221337056849
104,87.9406297126939,-66.77248042775399
105,84.1739536474967,-69.66971199180658
106,79.2419513125888,-72.46021874419728
107,72.57116053266981,-75.08675528334234
108,63.287263641176594,-77.44612195561282
109,50.269338887248814,-79.35557658333121
110,32.91400366664254,-80.53189994248088
111,12.979821796040662,-80.68572408138407
112,354.5718145581912,-79.76800253598735
