latitude,step,azimuth,altitude
0.0,0,244.86805079326123,70.85871020897122
0.0,1,237.95520772586767,69.99465617677777
0.0,2,231.56044129431248,69.05671359903623
0.0,3,225.65527304114298,68.09690974051786
0.0,4,220.19056776199395,67.1638194679207
0.0,5,215.11057559573476,66.30137703818579
0.0,6,210.36195965366565,65.54813580523545
0.0,7,205.89787500910086,64.93711882402047
0.0,8,201.67912290915388,64.49577624704779
0.0,9,197.67542182010322,64.24566419225104
0.0,10,193.86272777596025,64.2028465806716
0.0,11,190.22285517383742,64.3777853803747
0.0,12,186.7421818483591,64.77558365911129
0.0,13,183.40901553196872,65.39641639445746
0.0,14,180.21296542318908,66.23588863438847
0.0,15,177.1429109686559,67.28561211750258
0.0,16,174.18527320823026,68.53379656310277
0.0,17,171.32179672134725,69.96586436076741
0.0,18,168.52590442031763,71.56500832660566
0.0,19,165.7598385575835,73.31286277364113
0.0,20,162.96225195677835,75.18969629646271
0.0,21,160.0321982510016,77.17472163141812
0.0,22,156.78811921389487,79.24579376236687
0.0,23,152.867488418398,81.37816641454677
0.0,24,147.4241614832708,83.53978521372467
0.0,25,137.97654812160064,85.6721664017361
0.0,26,114.414346035433,87.57428298163393
0.0,27,50.55770245135224,88.14363470300094
0.0,28,10.105580825662592,86.62881668764874
0.0,29,356.8406584463024,84.58627314024598
0.0,30,350.69091651451276,82.47090016988238
0.0,31,347.08967086592594,80.37276725019692
0.0,32,344.6897955573416,78.32614925948099
0.0,33,342.96242634390774,76.35131242900316
0.0,34,341.65655554715175,74.46335742454707
0.0,35,340.6364105854264,72.67494393778877
0.0,36,339.8181911255327,70.99699409276148
0.0,37,339.14691905075034,69.43934949895922
0.0,38,338.58099887930086,68.01055396782576
0.0,39,338.08874617254685,66.71829420276583
0.0,40,337.64332497487186,65.5692259610296
0.0,41,337.2202097750238,64.56885225743203
0.0,42,336.7963587537597,63.721549288199675
0.0,43,336.34900598662813,63.03043732740025
0.0,44,335.8556790723172,62.497448622400356
0.0,45,335.29225574646006,62.12291637151671
0.0,46,334.63386837497836,61.90577169580061
0.0,47,333.85380715645437,61.84327771282571
0.0,48,332.9230904626326,61.93089178678918
0.0,49,331.8089738140539,62.16181281551196
0.0,50,330.47946439373516,62.528202841011705
0.0,51,328.89458204296284,63.01866256925292
0.0,52,327.0126564152356,63.619854089354654
0.0,53,324.7869982144108,64.31531154297804
0.0,54,322.16748635236866,65.08554799147859
0.0,55,319.1005756005537,65.90742660419917
0.0,56,315.53195985875243,66.75403687573669
0.0,57,311.41054630109744,67.59453252196997
0.0,58,306.6952819441216,68.39439942768053
0.0,59,301.3647536174278,69.11623240620754
0.0,60,295.42939181322555,69.72156767689675
0.0,61,288.9424504827149,70.17300360078976
0.0,62,282.0100884715379,70.44170930090917
0.0,63,274.7809658016038,70.50647657803921
0.0,64,267.43277460852596,70.36109636353562
0.0,65,260.1436595738166,70.0148836264066
0.0,66,253.06516287704557,69.49183875443694
30.0,0,206.5998348289987,48.472109033042265
30.0,1,204.82427844820484,46.31445675950236
30.0,2,203.00961731438906,44.25429203574903
30.0,3,201.15011845186203,42.32197427959998
30.0,4,199.24431687059078,40.54760005654119
30.0,5,197.2949713271355,38.96025553249146
30.0,6,195.30919693813294,37.58708368604468
30.0,7,193.29830274948478,36.45233395884517
30.0,8,191.2774810921851,35.57642032921691
30.0,9,189.26504835717859,34.975112467795384
30.0,10,187.2822827269855,34.658795339274015
30.0,11,185.35177365746827,34.63217103093923
30.0,12,183.49763304417823,34.894040840296185
30.0,13,181.7415384272675,35.437663091623
30.0,14,180.10670673183037,36.250949535092296
30.0,15,178.61353552104507,37.317370597005926
30.0,16,177.28048216917395,38.6167057592976
30.0,17,176.12411638589637,40.12595563613011
30.0,18,175.15853438355694,41.820197924261706
30.0,19,174.39642077028,43.67342159015313
30.0,20,173.84897208247298,45.65919161638168
30.0,21,173.52707047802426,47.75123579069588
30.0,22,173.44130475375673,49.92380738881704
30.0,23,173.60319766044088,52.15198436390175
30.0,24,174.0257819802149,54.41180237489584
30.0,25,174.72444237883045,56.68029897891294
30.0,26,175.71787919289636,58.93547371783297
30.0,27,177.02882242860383,61.15616751302807
30.0,28,178.6845051493529,63.321896114787336
30.0,29,180.71749631258575,65.41266703243845
30.0,30,183.16477336727948,67.40878033099779
30.0,31,186.06732772100438,69.29067318455003
30.0,32,189.46606851841707,71.03887367219859
30.0,33,193.39597449932265,72.63416577819108
30.0,34,197.87542929146545,74.05814277165408
30.0,35,202.89181370820964,75.294274588236
30.0,36,208.38414009167045,76.32965755286297
30.0,37,214.2338798154567,77.15663401804375
30.0,38,220.24331980860381,77.77752550042099
30.0,39,226.18254688149923,78.202154097995
30.0,40,231.8015085695435,78.44999546752706
30.0,41,236.87644757736783,78.54670206441394
30.0,42,241.23794613945785,78.52028254756186
30.0,43,244.78172723502678,78.39680905793728
30.0,44,247.46182573572472,78.19742535509566
30.0,45,249.27678039784226,77.936649924126
30.0,46,250.25769449307248,77.6211722919009
30.0,47,250.45729076266386,77.25071679633191
30.0,48,249.94595470735354,76.81848202081775
30.0,49,248.80893587411873,76.3126904722168
30.0,50,247.14477239326803,75.71819471828151
30.0,51,245.0619931806018,75.01847031704422
30.0,52,242.67380455844628,74.1975252283845
30.0,53,240.09077907323746,73.2416519386402
30.0,54,237.4132750821554,72.14068941406526
30.0,55,234.7249484479265,70.88884986325192
30.0,56,232.0887868189736,69.4850569727124
30.0,57,229.54668462003855,67.9326842346935
30.0,58,227.1211254320695,66.23920368936821
30.0,59,224.81936729379098,64.41540830803082
30.0,60,222.63585072350548,62.47545849377131
30.0,61,220.55729023804923,60.43602748377992
30.0,62,218.56546984025397,58.31614830590492
30.0,63,216.64011739419388,56.13688611758916
30.0,64,214.75989706527145,53.92149025366864
30.0,65,212.90470243429766,51.69495150969612
30.0,66,211.05627305417374,49.483979102067174
60.0,0,198.4938019339996,20.63449068854518
60.0,1,197.7797025361312,18.263130498477743
60.0,2,196.9315296905932,15.985177652077644
60.0,3,195.94670301268943,13.834192918465524
60.0,4,194.82671531427584,11.844476510174001
60.0,5,193.57797726219067,10.050006039706691
60.0,6,192.21241169898872,8.48308998439531
60.0,7,190.7472210516775,7.172807955327078
60.0,8,189.20545359336163,6.14318025363989
60.0,9,187.61504962342624,5.411697245111647
60.0,10,186.00771448809203,4.9885883683201415
60.0,11,184.41743084675525,4.8771997711139585
60.0,12,182.87881879274576,5.075013504998895
60.0,13,181.42495682667416,5.574301241198197
60.0,14,180.08603516201518,6.36197312879186
60.0,15,178.88752492329843,7.419361875301226
60.0,16,177.85000556849192,8.72271649637771
60.0,17,176.98843430681106,10.244478908591677
